##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
SRR172903.804433 USI-EAS376:2:10:254:515 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.137117295630096	concat
SRR172903.804433 USI-EAS376:2:10:254:515 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.0947880724652664	concat
SRR172903.804433 USI-EAS376:2:10:254:515 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.0937538316793656	concat
SRR172903.804433 USI-EAS376:2:10:254:515 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0468908416324328	concat
SRR172903.804433 USI-EAS376:2:10:254:515 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0468908416324328	concat
SRR172903.972148 USI-EAS376:2:12:384:1039 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.421870959426253	concat
SRR172903.972148 USI-EAS376:2:12:384:1039 length=75	2.73	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.304856335529183	concat
SRR172903.972148 USI-EAS376:2:12:384:1039 length=75	2.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.0956755047228574	concat
SRR172903.972148 USI-EAS376:2:12:384:1039 length=75	2.73	548475	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH70	0.0888511580881533	concat
SRR172903.972148 USI-EAS376:2:12:384:1039 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.0887460422335532	concat
SRR172903.847073 USI-EAS376:2:10:1173:1884 length=75	8.70	1063	species	RHODOBACTER SPHAEROIDES	0.394932418834363	concat
SRR172903.847073 USI-EAS376:2:10:1173:1884 length=75	8.70	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.151413822752909	concat
SRR172903.847073 USI-EAS376:2:10:1173:1884 length=75	8.70	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.151310394887909	concat
SRR172903.847073 USI-EAS376:2:10:1173:1884 length=75	8.70	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.151275934080909	concat
SRR172903.847073 USI-EAS376:2:10:1173:1884 length=75	8.70	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.151067429443909	concat
SRR172903.903284 USI-EAS376:2:11:602:962 length=75	2.73	1063	species	RHODOBACTER SPHAEROIDES	0.47001125111047	concat
SRR172903.903284 USI-EAS376:2:11:602:962 length=75	2.73	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.133117401138133	concat
SRR172903.903284 USI-EAS376:2:11:602:962 length=75	2.73	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.132684836192133	concat
SRR172903.903284 USI-EAS376:2:11:602:962 length=75	2.73	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.132611325348133	concat
SRR172903.903284 USI-EAS376:2:11:602:962 length=75	2.73	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.131575186211132	concat
SRR172903.446976 USI-EAS376:2:5:1728:1035 length=75	3.74	286	genus	PSEUDOMONAS	0.676762163507868	concat
SRR172903.446976 USI-EAS376:2:5:1728:1035 length=75	3.74	1262663	no rank	PSEUDOMONAS AERUGINOSA VRFPA01	0.0728182160464073	concat
SRR172903.446976 USI-EAS376:2:5:1728:1035 length=75	3.74	1415629	no rank	PSEUDOMONAS AERUGINOSA MTB 1	0.0628508937541063	concat
SRR172903.446976 USI-EAS376:2:5:1728:1035 length=75	3.74	350704	no rank	PSEUDOMONAS AERUGINOSA C3719	0.0626865557888063	concat
SRR172903.446976 USI-EAS376:2:5:1728:1035 length=75	3.74	665948	species	PSEUDOMONAS SP. 2_1_26	0.0626234604022063	concat
SRR172903.446976 USI-EAS376:2:5:1728:1035 length=75	3.74	1163394	no rank	PSEUDOMONAS AERUGINOSA ATCC 700888	0.0622587105006062	concat
SRR172903.417660 USI-EAS376:2:5:1135:44 length=75	1.72	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.330022920486	concat
SRR172903.417660 USI-EAS376:2:5:1135:44 length=75	1.72	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.138530541763	concat
SRR172903.417660 USI-EAS376:2:5:1135:44 length=75	1.72	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.13494814024	concat
SRR172903.417660 USI-EAS376:2:5:1135:44 length=75	1.72	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.134088312462	concat
SRR172903.417660 USI-EAS376:2:5:1135:44 length=75	1.72	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.131288942308	concat
SRR172903.417660 USI-EAS376:2:5:1135:44 length=75	1.72	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.131121142741	concat
SRR172903.123786 USI-EAS376:2:2:653:1773 length=75	1.63	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.201305060875141	concat
SRR172903.123786 USI-EAS376:2:2:653:1773 length=75	1.63	93062	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS COL	0.187191420272131	concat
SRR172903.123786 USI-EAS376:2:2:653:1773 length=75	1.63	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.183117978127128	concat
SRR172903.123786 USI-EAS376:2:2:653:1773 length=75	1.63	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.170539550136119	concat
SRR172903.123786 USI-EAS376:2:2:653:1773 length=75	1.63	1280	species	STAPHYLOCOCCUS AUREUS	0.170539550136119	concat
SRR172903.123786 USI-EAS376:2:2:653:1773 length=75	1.63	908937	no rank	PREVOTELLA DENTALIS DSM 3688	0.0202090579576141	concat
SRR172903.123786 USI-EAS376:2:2:653:1773 length=75	1.63	52227	species	PREVOTELLA DENTALIS	0.0202090579576141	concat
SRR172903.123786 USI-EAS376:2:2:653:1773 length=75	1.63	Unknown	Unknown	Unclassifiable	0.0468883245381328	concat
SRR172903.300500 USI-EAS376:2:4:576:253 length=75	1.63	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571689659719	concat
SRR172903.300500 USI-EAS376:2:4:576:253 length=75	1.63	1280	species	STAPHYLOCOCCUS AUREUS	0.285574769167	concat
SRR172903.300500 USI-EAS376:2:4:576:253 length=75	1.63	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142735571114	concat
SRR172903.438432 USI-EAS376:2:5:1551:118 length=75	2.67	1280	species	STAPHYLOCOCCUS AUREUS	0.184714886394926	concat
SRR172903.438432 USI-EAS376:2:5:1551:118 length=75	2.67	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.172800421190931	concat
SRR172903.438432 USI-EAS376:2:5:1551:118 length=75	2.67	308354	species	STAPHYLOCOCCUS SIMIAE	0.172800421190931	concat
SRR172903.438432 USI-EAS376:2:5:1551:118 length=75	2.67	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.095108767263862	concat
SRR172903.438432 USI-EAS376:2:5:1551:118 length=75	2.67	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.0937894840811625	concat
SRR172903.438432 USI-EAS376:2:5:1551:118 length=75	2.67	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.0935775220287626	concat
SRR172903.438432 USI-EAS376:2:5:1551:118 length=75	2.67	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.0933836262702627	concat
SRR172903.438432 USI-EAS376:2:5:1551:118 length=75	2.67	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0469124357895812	concat
SRR172903.438432 USI-EAS376:2:5:1551:118 length=75	2.67	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0469124357895812	concat
SRR172903.910461 USI-EAS376:2:11:764:1476 length=75	1.66	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.444247909022444	concat
SRR172903.910461 USI-EAS376:2:11:764:1476 length=75	1.66	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.13997781971114	concat
SRR172903.910461 USI-EAS376:2:11:764:1476 length=75	1.66	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.13955149361114	concat
SRR172903.910461 USI-EAS376:2:11:764:1476 length=75	1.66	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.138153531442138	concat
SRR172903.910461 USI-EAS376:2:11:764:1476 length=75	1.66	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.138069246213138	concat
SRR172903.765311 USI-EAS376:2:9:1222:1419 length=75	3.71	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.712035 USI-EAS376:2:9:122:54 length=75	10.75	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.443682600462	concat
SRR172903.712035 USI-EAS376:2:9:122:54 length=75	10.75	1280	species	STAPHYLOCOCCUS AUREUS	0.141973636008	concat
SRR172903.712035 USI-EAS376:2:9:122:54 length=75	10.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.138694247329	concat
SRR172903.712035 USI-EAS376:2:9:122:54 length=75	10.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.138130747296	concat
SRR172903.712035 USI-EAS376:2:9:122:54 length=75	10.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.137518768905	concat
SRR172903.866331 USI-EAS376:2:10:1588:1567 length=75	2.73	350703	no rank	PSEUDOMONAS AERUGINOSA 2192	0.15983320416816	concat
SRR172903.866331 USI-EAS376:2:10:1588:1567 length=75	2.73	1415629	no rank	PSEUDOMONAS AERUGINOSA MTB 1	0.141486986256142	concat
SRR172903.866331 USI-EAS376:2:10:1588:1567 length=75	2.73	350704	no rank	PSEUDOMONAS AERUGINOSA C3719	0.141165328035141	concat
SRR172903.866331 USI-EAS376:2:10:1588:1567 length=75	2.73	665948	species	PSEUDOMONAS SP. 2_1_26	0.141041793813141	concat
SRR172903.866331 USI-EAS376:2:10:1588:1567 length=75	2.73	1163394	no rank	PSEUDOMONAS AERUGINOSA ATCC 700888	0.14032737869214	concat
SRR172903.866331 USI-EAS376:2:10:1588:1567 length=75	2.73	1134459	no rank	PSEUDOMONAS AERUGINOSA PADK2_CF510	0.138568662789139	concat
SRR172903.866331 USI-EAS376:2:10:1588:1567 length=75	2.73	287	species	PSEUDOMONAS AERUGINOSA	0.137576646246138	concat
SRR172903.467 USI-EAS376:2:1:13:1093 length=75	2.70	1280	species	STAPHYLOCOCCUS AUREUS	0.346658877461347	concat
SRR172903.467 USI-EAS376:2:1:13:1093 length=75	2.70	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.10956301188711	concat
SRR172903.467 USI-EAS376:2:1:13:1093 length=75	2.70	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.108877008369109	concat
SRR172903.467 USI-EAS376:2:1:13:1093 length=75	2.70	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.108768234608109	concat
SRR172903.467 USI-EAS376:2:1:13:1093 length=75	2.70	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.108668618731109	concat
SRR172903.467 USI-EAS376:2:1:13:1093 length=75	2.70	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.108569090025109	concat
SRR172903.467 USI-EAS376:2:1:13:1093 length=75	2.70	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0544475794590544	concat
SRR172903.467 USI-EAS376:2:1:13:1093 length=75	2.70	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0544475794590544	concat
SRR172903.830843 USI-EAS376:2:10:807:307 length=75	3.74	2	superkingdom	BACTERIA	0.464109473535507	concat
SRR172903.830843 USI-EAS376:2:10:807:307 length=75	3.74	1242866	species	THERMOPLASMATALES ARCHAEON SCGC AB 540 F20	0.20139324906396	concat
SRR172903.830843 USI-EAS376:2:10:807:307 length=75	3.74	1797976	Unknown	Unknown	0.177453405611964	concat
SRR172903.830843 USI-EAS376:2:10:807:307 length=75	3.74	1242690	species	THERMOPLASMATALES ARCHAEON SCGC AB 539 C06	0.085264861192283	concat
SRR172903.830843 USI-EAS376:2:10:807:307 length=75	3.74	1198116	species	THERMOPLASMATALES ARCHAEON SCGC AB 539 N05	0.0717790105962856	concat
SRR172903.789191 USI-EAS376:2:9:1713:421 length=75	2.73	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.143232193576857	concat
SRR172903.789191 USI-EAS376:2:9:1713:421 length=75	2.73	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.143037518023857	concat
SRR172903.789191 USI-EAS376:2:9:1713:421 length=75	2.73	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142940279367857	concat
SRR172903.789191 USI-EAS376:2:9:1713:421 length=75	2.73	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142843094734857	concat
SRR172903.789191 USI-EAS376:2:9:1713:421 length=75	2.73	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142818810872857	concat
SRR172903.789191 USI-EAS376:2:9:1713:421 length=75	2.73	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.142624660390857	concat
SRR172903.789191 USI-EAS376:2:9:1713:421 length=75	2.73	1074167	no rank	STREPTOCOCCUS MUTANS TCI 234	0.142503443032857	concat
SRR172903.801014 USI-EAS376:2:10:185:1889 length=75	1.75	857149	no rank	STREPTOCOCCUS MUTANS 3SN1	0.144539595712	concat
SRR172903.801014 USI-EAS376:2:10:185:1889 length=75	1.75	1074161	no rank	STREPTOCOCCUS MUTANS TCI 220	0.143378783087	concat
SRR172903.801014 USI-EAS376:2:10:185:1889 length=75	1.75	1074119	no rank	STREPTOCOCCUS MUTANS TCI 123	0.142767925774	concat
SRR172903.801014 USI-EAS376:2:10:185:1889 length=75	1.75	1074155	no rank	STREPTOCOCCUS MUTANS TCI 204	0.142632400459	concat
SRR172903.801014 USI-EAS376:2:10:185:1889 length=75	1.75	511691	no rank	STREPTOCOCCUS MUTANS NN2025	0.142429612081	concat
SRR172903.801014 USI-EAS376:2:10:185:1889 length=75	1.75	1074095	no rank	STREPTOCOCCUS MUTANS TCI 11	0.142227030886	concat
SRR172903.801014 USI-EAS376:2:10:185:1889 length=75	1.75	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.142024652001	concat
SRR172903.380514 USI-EAS376:2:5:388:1732 length=75	3.74	1279	genus	STAPHYLOCOCCUS	0.257216356447	concat
SRR172903.380514 USI-EAS376:2:5:388:1732 length=75	3.74	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.212952453924	concat
SRR172903.380514 USI-EAS376:2:5:388:1732 length=75	3.74	1280	species	STAPHYLOCOCCUS AUREUS	0.192118950498	concat
SRR172903.380514 USI-EAS376:2:5:388:1732 length=75	3.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.0860258853536	concat
SRR172903.380514 USI-EAS376:2:5:388:1732 length=75	3.74	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.0839860551826	concat
SRR172903.380514 USI-EAS376:2:5:388:1732 length=75	3.74	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.0836597252654	concat
SRR172903.380514 USI-EAS376:2:5:388:1732 length=75	3.74	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0420202866647	concat
SRR172903.380514 USI-EAS376:2:5:388:1732 length=75	3.74	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0420202866647	concat
SRR172903.767599 USI-EAS376:2:9:1268:1765 length=75	2.73	46170	subspecies	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	0.571439530841	concat
SRR172903.767599 USI-EAS376:2:9:1268:1765 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.28570836488	concat
SRR172903.767599 USI-EAS376:2:9:1268:1765 length=75	2.73	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142852104279	concat
SRR172903.706185 USI-EAS376:2:8:1776:241 length=75	8.73	483214	no rank	METHANOBREVIBACTER SMITHII DSM 2375	0.483483086514758	concat
SRR172903.706185 USI-EAS376:2:8:1776:241 length=75	8.73	911126	no rank	METHANOBREVIBACTER SMITHII TS94A	0.466780015839767	concat
SRR172903.706185 USI-EAS376:2:8:1776:241 length=75	8.73	2173	species	METHANOBREVIBACTER SMITHII	0.0497368976454751	concat
SRR172903.675649 USI-EAS376:2:8:1137:986 length=75	3.65	1060	genus	RHODOBACTER	0.472931830208003	mtDNA_ND1_aa_aligned
SRR172903.675649 USI-EAS376:2:8:1137:986 length=75	3.65	371731	species	RHODOBACTER SP. SW2	0.472931830208003	mtDNA_ND1_aa_aligned
SRR172903.675649 USI-EAS376:2:8:1137:986 length=75	3.65	Unknown	Unknown	Unclassifiable	0.0541363395839946	mtDNA_ND1_aa_aligned
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	1182725	no rank	ESCHERICHIA COLI KTE146	0.138056864938	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	550674	no rank	ESCHERICHIA COLI B093	0.135095709645	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	439855	no rank	ESCHERICHIA COLI SMS 3 5	0.13378728524	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	624	species	SHIGELLA SONNEI	0.086584705278	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	766162	no rank	SHIGELLA SONNEI 3226 85	0.086584705278	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	754093	no rank	SHIGELLA DYSENTERIAE 1617	0.073434866498	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	622	species	SHIGELLA DYSENTERIAE	0.073434866498	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	766138	no rank	SHIGELLA BOYDII 965 58	0.069365819562	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	621	species	SHIGELLA BOYDII	0.069365819562	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	1078034	no rank	ESCHERICHIA COLI O145:H28	0.0671446787505	concat
SRR172903.418530 USI-EAS376:2:5:1153:1649 length=75	2.70	1078035	no rank	ESCHERICHIA COLI O145:H28 STR. 4865/96	0.0671446787505	concat
SRR172903.415662 USI-EAS376:2:5:1096:606 length=75	2.73	1063	species	RHODOBACTER SPHAEROIDES	0.442271163275442	concat
SRR172903.415662 USI-EAS376:2:5:1096:606 length=75	2.73	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.139497104988139	concat
SRR172903.415662 USI-EAS376:2:5:1096:606 length=75	2.73	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.139450349678139	concat
SRR172903.415662 USI-EAS376:2:5:1096:606 length=75	2.73	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.139434774722139	concat
SRR172903.415662 USI-EAS376:2:5:1096:606 length=75	2.73	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.139346607336139	concat
SRR172903.793448 USI-EAS376:2:10:14:1229 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.296973340814	concat
SRR172903.793448 USI-EAS376:2:10:14:1229 length=75	1.75	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.14184479322	concat
SRR172903.793448 USI-EAS376:2:10:14:1229 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.14087264889	concat
SRR172903.793448 USI-EAS376:2:10:14:1229 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.140636497583	concat
SRR172903.793448 USI-EAS376:2:10:14:1229 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.13985982946	concat
SRR172903.793448 USI-EAS376:2:10:14:1229 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.139812890033	concat
SRR172903.516245 USI-EAS376:2:6:1358:1943 length=75	1.69	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.365045827149934	concat
SRR172903.516245 USI-EAS376:2:6:1358:1943 length=75	1.69	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.363958192300935	concat
SRR172903.516245 USI-EAS376:2:6:1358:1943 length=75	1.69	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.268032304372012	concat
SRR172903.516245 USI-EAS376:2:6:1358:1943 length=75	1.69	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.00296367617711947	concat
SRR172903.57256 USI-EAS376:2:1:1134:0 length=75	8.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.32795637384	concat
SRR172903.57256 USI-EAS376:2:1:1134:0 length=75	8.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.226058125924	concat
SRR172903.57256 USI-EAS376:2:1:1134:0 length=75	8.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.2256532915	concat
SRR172903.57256 USI-EAS376:2:1:1134:0 length=75	8.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.220332208736	concat
SRR172903.562627 USI-EAS376:2:7:520:984 length=75	1.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.28956112483829	concat
SRR172903.562627 USI-EAS376:2:7:520:984 length=75	1.75	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142514730280143	concat
SRR172903.562627 USI-EAS376:2:7:520:984 length=75	1.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.142180383612142	concat
SRR172903.562627 USI-EAS376:2:7:520:984 length=75	1.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142098953801142	concat
SRR172903.562627 USI-EAS376:2:7:520:984 length=75	1.75	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.141830528523142	concat
SRR172903.562627 USI-EAS376:2:7:520:984 length=75	1.75	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141814278945142	concat
SRR172903.905422 USI-EAS376:2:11:647:1693 length=75	1.72	1309	species	STREPTOCOCCUS MUTANS	1	concat
SRR172903.662231 USI-EAS376:2:8:842:356 length=75	15.74	1283	species	STAPHYLOCOCCUS HAEMOLYTICUS	0.214219499708	concat
SRR172903.662231 USI-EAS376:2:8:842:356 length=75	15.74	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.135140612328	concat
SRR172903.662231 USI-EAS376:2:8:842:356 length=75	15.74	1280	species	STAPHYLOCOCCUS AUREUS	0.134338983928	concat
SRR172903.662231 USI-EAS376:2:8:842:356 length=75	15.74	279808	no rank	STAPHYLOCOCCUS HAEMOLYTICUS JCSC1435	0.129840558579	concat
SRR172903.662231 USI-EAS376:2:8:842:356 length=75	15.74	1134914	no rank	STAPHYLOCOCCUS HAEMOLYTICUS R1P1	0.129780547449	concat
SRR172903.662231 USI-EAS376:2:8:842:356 length=75	15.74	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.128425480213	concat
SRR172903.662231 USI-EAS376:2:8:842:356 length=75	15.74	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0641271588975	concat
SRR172903.662231 USI-EAS376:2:8:842:356 length=75	15.74	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0641271588975	concat
SRR172903.466861 USI-EAS376:2:6:356:1389 length=75	1.69	550677	no rank	ESCHERICHIA COLI B354	0.143099801495857	concat
SRR172903.466861 USI-EAS376:2:6:356:1389 length=75	1.69	1181778	no rank	ESCHERICHIA COLI KTE234	0.142887456837857	concat
SRR172903.466861 USI-EAS376:2:6:356:1389 length=75	1.69	543	family	ENTEROBACTERIACEAE	0.142887333203857	concat
SRR172903.466861 USI-EAS376:2:6:356:1389 length=75	1.69	656437	no rank	ESCHERICHIA COLI TA143	0.142840295454857	concat
SRR172903.466861 USI-EAS376:2:6:356:1389 length=75	1.69	562	species	ESCHERICHIA COLI	0.142785191008857	concat
SRR172903.466861 USI-EAS376:2:6:356:1389 length=75	1.69	1090926	no rank	ESCHERICHIA COLI W26	0.142683195177857	concat
SRR172903.466861 USI-EAS376:2:6:356:1389 length=75	1.69	37762	no rank	ESCHERICHIA COLI B	0.0714083634104286	concat
SRR172903.466861 USI-EAS376:2:6:356:1389 length=75	1.69	413997	no rank	ESCHERICHIA COLI B STR. REL606	0.0714083634104286	concat
SRR172903.172666 USI-EAS376:2:2:1603:1379 length=75	2.70	670903	no rank	ESCHERICHIA COLI TX1999	0.14026193279086	concat
SRR172903.172666 USI-EAS376:2:2:1603:1379 length=75	2.70	1181778	no rank	ESCHERICHIA COLI KTE234	0.138925067891861	concat
SRR172903.172666 USI-EAS376:2:2:1603:1379 length=75	2.70	1090926	no rank	ESCHERICHIA COLI W26	0.138005744100862	concat
SRR172903.172666 USI-EAS376:2:2:1603:1379 length=75	2.70	749539	no rank	ESCHERICHIA COLI MS 117 3	0.137139843695863	concat
SRR172903.172666 USI-EAS376:2:2:1603:1379 length=75	2.70	766162	no rank	SHIGELLA SONNEI 3226 85	0.0836097347774164	concat
SRR172903.172666 USI-EAS376:2:2:1603:1379 length=75	2.70	624	species	SHIGELLA SONNEI	0.0836097347774164	concat
SRR172903.172666 USI-EAS376:2:2:1603:1379 length=75	2.70	1101440	no rank	ESCHERICHIA COLI O103:H25 STR. NIPH 11060424	0.0699109682819301	concat
SRR172903.172666 USI-EAS376:2:2:1603:1379 length=75	2.70	991913	no rank	ESCHERICHIA COLI O103:H25	0.0699109682819301	concat
SRR172903.172666 USI-EAS376:2:2:1603:1379 length=75	2.70	37762	no rank	ESCHERICHIA COLI B	0.0693130027009307	concat
