	##Sequence_ID	Hit_Coordinates	NCBI_Taxon_ID	Taxon_Rank	Taxon_Name	Probability_Mass	Markers_Hit
4440	SRR172903.324778 USI-EAS376:2:4:1055:1616 length=75	1.72	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.14660142350514702	concat
4441	SRR172903.324778 USI-EAS376:2:4:1055:1616 length=75	1.72	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.14488224868714497	concat
4442	SRR172903.324778 USI-EAS376:2:4:1055:1616 length=75	1.72	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.141643127422142	concat
4444	SRR172903.36691 USI-EAS376:2:1:730:249 length=75	2.73	1279	genus	STAPHYLOCOCCUS	0.455472208363137	concat
4445	SRR172903.36691 USI-EAS376:2:1:730:249 length=75	2.73	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.11171277783103399	concat
4446	SRR172903.36691 USI-EAS376:2:1:730:249 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.10802797171803201	concat
4447	SRR172903.36691 USI-EAS376:2:1:730:249 length=75	2.73	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.0816936388190245	concat
4448	SRR172903.36691 USI-EAS376:2:1:730:249 length=75	2.73	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.0810595636745243	concat
4449	SRR172903.36691 USI-EAS376:2:1:730:249 length=75	2.73	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.0809571878075243	concat
4450	SRR172903.36691 USI-EAS376:2:1:730:249 length=75	2.73	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0405383258933622	concat
4451	SRR172903.36691 USI-EAS376:2:1:730:249 length=75	2.73	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0405383258933622	concat
4452	SRR172903.656718 USI-EAS376:2:8:720:1411 length=75	2.64	1074127	no rank	STREPTOCOCCUS MUTANS TCI 151	0.14407882216499998	concat
4453	SRR172903.656718 USI-EAS376:2:8:720:1411 length=75	2.64	1074175	no rank	STREPTOCOCCUS MUTANS TCI 256	0.142937371554	concat
4454	SRR172903.656718 USI-EAS376:2:8:720:1411 length=75	2.64	1074161	no rank	STREPTOCOCCUS MUTANS TCI 220	0.14293736664999998	concat
4455	SRR172903.656718 USI-EAS376:2:8:720:1411 length=75	2.64	1074119	no rank	STREPTOCOCCUS MUTANS TCI 123	0.14263667504	concat
4456	SRR172903.656718 USI-EAS376:2:8:720:1411 length=75	2.64	1074102	no rank	STREPTOCOCCUS MUTANS TCI 70	0.142569939845	concat
4457	SRR172903.656718 USI-EAS376:2:8:720:1411 length=75	2.64	511691	no rank	STREPTOCOCCUS MUTANS NN2025	0.142469898433	concat
4458	SRR172903.656718 USI-EAS376:2:8:720:1411 length=75	2.64	1074095	no rank	STREPTOCOCCUS MUTANS TCI 11	0.142369926313	concat
4459	SRR172903.32156 USI-EAS376:2:1:641:281 length=75	4.72	379	genus	RHIZOBIUM	0.287324461972713	enolase
4460	SRR172903.32156 USI-EAS376:2:1:641:281 length=75	4.72	1223565	species	RHIZOBIUM SP. POP5	0.145454705248855	enolase
4461	SRR172903.32156 USI-EAS376:2:1:641:281 length=75	4.72	137722	no rank	AZOSPIRILLUM SP. B510	0.140691342686859	enolase
4462	SRR172903.32156 USI-EAS376:2:1:641:281 length=75	4.72	1144314	species	RHIZOBIUM SP. CF142	0.13949205512586	enolase
4464	SRR172903.32156 USI-EAS376:2:1:641:281 length=75	4.72	399	species	RHIZOBIUM GALEGAE	0.0726466077464274	enolase
4465	SRR172903.32156 USI-EAS376:2:1:641:281 length=75	4.72	398	species	RHIZOBIUM TROPICI	0.0708721097364291	enolase
4466	SRR172903.32156 USI-EAS376:2:1:641:281 length=75	4.72	698761	no rank	RHIZOBIUM TROPICI CIAT 899	0.0708721097364291	enolase
4467	SRR172903.91439 USI-EAS376:2:2:15:7 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.289918577846	concat
4468	SRR172903.91439 USI-EAS376:2:2:15:7 length=75	2.73	904336	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU118	0.142485321836	concat
4469	SRR172903.91439 USI-EAS376:2:2:15:7 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.142117998254	concat
4470	SRR172903.91439 USI-EAS376:2:2:15:7 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.142028545329	concat
4471	SRR172903.91439 USI-EAS376:2:2:15:7 length=75	2.73	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.14173370245	concat
4472	SRR172903.91439 USI-EAS376:2:2:15:7 length=75	2.73	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.141715854285	concat
4473	SRR172903.452186 USI-EAS376:2:6:53:1429 length=75	1.75	287	species	PSEUDOMONAS AERUGINOSA	0.276121193054724	concat
4474	SRR172903.452186 USI-EAS376:2:6:53:1429 length=75	1.75	350703	no rank	PSEUDOMONAS AERUGINOSA 2192	0.16026676063884	concat
4475	SRR172903.452186 USI-EAS376:2:6:53:1429 length=75	1.75	1415629	no rank	PSEUDOMONAS AERUGINOSA MTB 1	0.14243318454985798	concat
4476	SRR172903.452186 USI-EAS376:2:6:53:1429 length=75	1.75	665948	species	PSEUDOMONAS SP. 2_1_26	0.14200623814885802	concat
4477	SRR172903.452186 USI-EAS376:2:6:53:1429 length=75	1.75	1163394	no rank	PSEUDOMONAS AERUGINOSA ATCC 700888	0.141321280603859	concat
4478	SRR172903.452186 USI-EAS376:2:6:53:1429 length=75	1.75	286	genus	PSEUDOMONAS	0.137851343003862	concat
4479	SRR172903.54542 USI-EAS376:2:1:1080:1280 length=75	1.75	1279	genus	STAPHYLOCOCCUS	0.30180618962	concat
4480	SRR172903.54542 USI-EAS376:2:1:1080:1280 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.22506096920200003	concat
4481	SRR172903.54542 USI-EAS376:2:1:1080:1280 length=75	1.75	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.132536443057	concat
4482	SRR172903.54542 USI-EAS376:2:1:1080:1280 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.0870880278194	concat
4483	SRR172903.54542 USI-EAS376:2:1:1080:1280 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.084612445788	concat
4484	SRR172903.54542 USI-EAS376:2:1:1080:1280 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.08421746938100001	concat
4485	SRR172903.54542 USI-EAS376:2:1:1080:1280 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.04233922756630001	concat
4486	SRR172903.54542 USI-EAS376:2:1:1080:1280 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.04233922756630001	concat
4487	SRR172903.369788 USI-EAS376:2:5:174:1619 length=75	1.6	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.372651298609	concat
4488	SRR172903.369788 USI-EAS376:2:5:174:1619 length=75	1.6	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.364299337369	concat
4489	SRR172903.369788 USI-EAS376:2:5:174:1619 length=75	1.6	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.26304936402199997	concat
4491	SRR172903.556190 USI-EAS376:2:7:393:796 length=75	4.66	1280	species	STAPHYLOCOCCUS AUREUS	0.285492712705	concat
4492	SRR172903.556190 USI-EAS376:2:7:393:796 length=75	4.66	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	0.142647142456	concat
4493	SRR172903.215922 USI-EAS376:2:3:680:737 length=75	1.6	1063	species	RHODOBACTER SPHAEROIDES	0.42993023778757	concat
4494	SRR172903.215922 USI-EAS376:2:3:680:737 length=75	1.6	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.16918977285183098	concat
4495	SRR172903.215922 USI-EAS376:2:3:680:737 length=75	1.6	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.133659743939866	concat
4496	SRR172903.215922 USI-EAS376:2:3:680:737 length=75	1.6	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.133639903102866	concat
4497	SRR172903.215922 USI-EAS376:2:3:680:737 length=75	1.6	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.133580342317866	concat
4498	SRR172903.882133 USI-EAS376:2:11:152:147 length=75	2.64	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.491693595616098	concat
4499	SRR172903.882133 USI-EAS376:2:11:152:147 length=75	2.64	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.477772287206096	concat
4500	SRR172903.882133 USI-EAS376:2:11:152:147 length=75	2.64	1063	species	RHODOBACTER SPHAEROIDES	0.0305341171778061	concat
4501	SRR172903.465163 USI-EAS376:2:6:322:1403 length=75	1.72	1063	species	RHODOBACTER SPHAEROIDES	0.388944744239489	concat
4502	SRR172903.465163 USI-EAS376:2:6:322:1403 length=75	1.72	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.16922524210486498	concat
4503	SRR172903.465163 USI-EAS376:2:6:322:1403 length=75	1.72	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.169171830630865	concat
4504	SRR172903.465163 USI-EAS376:2:6:322:1403 length=75	1.72	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.169153964942865	concat
4505	SRR172903.465163 USI-EAS376:2:6:322:1403 length=75	1.72	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.103504218081917	concat
4506	SRR172903.738483 USI-EAS376:2:9:656:1061 length=75	3.62	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.144142430397856	concat
4507	SRR172903.738483 USI-EAS376:2:9:656:1061 length=75	3.62	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.142967230270857	concat
4508	SRR172903.738483 USI-EAS376:2:9:656:1061 length=75	3.62	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.142775563461857	concat
4509	SRR172903.738483 USI-EAS376:2:9:656:1061 length=75	3.62	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.14260007775185699	concat
4510	SRR172903.738483 USI-EAS376:2:9:656:1061 length=75	3.62	585144	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 58 424	0.142424782866858	concat
4511	SRR172903.738483 USI-EAS376:2:9:656:1061 length=75	3.62	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.142090697830858	concat
4512	SRR172903.738483 USI-EAS376:2:9:656:1061 length=75	3.62	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0714996087099285	concat
4513	SRR172903.738483 USI-EAS376:2:9:656:1061 length=75	3.62	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0714996087099285	concat
4514	SRR172903.336825 USI-EAS376:2:4:1290:252 length=75	2.73	308354	species	STAPHYLOCOCCUS SIMIAE	0.260376456057922	concat
4515	SRR172903.336825 USI-EAS376:2:4:1290:252 length=75	2.73	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.260376456057922	concat
4516	SRR172903.336825 USI-EAS376:2:4:1290:252 length=75	2.73	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.130863294906961	concat
4517	SRR172903.336825 USI-EAS376:2:4:1290:252 length=75	2.73	93062	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS COL	0.0941635770299717	concat
4518	SRR172903.336825 USI-EAS376:2:4:1290:252 length=75	2.73	418127	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MU3	0.0852336394238744	concat
4520	SRR172903.336825 USI-EAS376:2:4:1290:252 length=75	2.73	1280	species	STAPHYLOCOCCUS AUREUS	0.0794683795198761	concat
4521	SRR172903.336825 USI-EAS376:2:4:1290:252 length=75	2.73	1279	genus	STAPHYLOCOCCUS	0.010049817483597	concat
4522	SRR172903.919108 USI-EAS376:2:11:967:1300 length=75	7.75	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.30010322758388597	concat
4523	SRR172903.919108 USI-EAS376:2:11:967:1300 length=75	7.75	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.300058047540886	concat
4524	SRR172903.919108 USI-EAS376:2:11:967:1300 length=75	7.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.29823117598826693	concat
4525	SRR172903.919108 USI-EAS376:2:11:967:1300 length=75	7.75	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.10160754888696101	concat
4526	SRR172903.350206 USI-EAS376:2:4:1551:1728 length=75	2.73	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.285006230018	concat
4527	SRR172903.350206 USI-EAS376:2:4:1551:1728 length=75	2.73	904347	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU144	0.143339002741	concat
4528	SRR172903.350206 USI-EAS376:2:4:1551:1728 length=75	2.73	979221	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH05001	0.143243828671	concat
4529	SRR172903.350206 USI-EAS376:2:4:1551:1728 length=75	2.73	904325	no rank	STAPHYLOCOCCUS EPIDERMIDIS VCU071	0.142930127718	concat
4530	SRR172903.350206 USI-EAS376:2:4:1551:1728 length=75	2.73	979199	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM095	0.142911136445	concat
4531	SRR172903.350206 USI-EAS376:2:4:1551:1728 length=75	2.73	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142569674407	concat
4532	SRR172903.488775 USI-EAS376:2:6:794:1478 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.571506321920857	concat
4533	SRR172903.488775 USI-EAS376:2:6:794:1478 length=75	3.74	979205	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM057	0.14292020787271398	concat
4534	SRR172903.488775 USI-EAS376:2:6:794:1478 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142791097547714	concat
4535	SRR172903.488775 USI-EAS376:2:6:794:1478 length=75	3.74	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.142782372658714	concat
4536	SRR172903.684240 USI-EAS376:2:8:1318:1356 length=75	2.7	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.544185945361	concat
4537	SRR172903.684240 USI-EAS376:2:8:1318:1356 length=75	2.7	1063	species	RHODOBACTER SPHAEROIDES	0.232488505408	concat
4538	SRR172903.684240 USI-EAS376:2:8:1318:1356 length=75	2.7	349102	no rank	RHODOBACTER SPHAEROIDES ATCC 17025	0.22332554923099998	concat
4539	SRR172903.8736 USI-EAS376:2:1:187:93 length=75	1.75	1409439	no rank	STAPHYLOCOCCUS AUREUS AMMC6071	1.0	concat
4540	SRR172903.956436 USI-EAS376:2:12:43:1293 length=75	2.67	857145	no rank	STREPTOCOCCUS MUTANS 15VF2	0.14443596329299999	concat
4541	SRR172903.956436 USI-EAS376:2:12:43:1293 length=75	2.67	1074178	no rank	STREPTOCOCCUS MUTANS TCI 267	0.143957607754	concat
4542	SRR172903.956436 USI-EAS376:2:12:43:1293 length=75	2.67	857127	no rank	STREPTOCOCCUS MUTANS NLML9	0.142833955698	concat
4543	SRR172903.956436 USI-EAS376:2:12:43:1293 length=75	2.67	857133	no rank	STREPTOCOCCUS MUTANS M21	0.142673945357	concat
4544	SRR172903.956436 USI-EAS376:2:12:43:1293 length=75	2.67	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142501813299	concat
4545	SRR172903.956436 USI-EAS376:2:12:43:1293 length=75	2.67	1074095	no rank	STREPTOCOCCUS MUTANS TCI 11	0.142310830606	concat
4546	SRR172903.956436 USI-EAS376:2:12:43:1293 length=75	2.67	1309	species	STREPTOCOCCUS MUTANS	0.141285883993	concat
4547	SRR172903.478412 USI-EAS376:2:6:585:1466 length=75	3.74	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.571463280318	concat
4548	SRR172903.478412 USI-EAS376:2:6:585:1466 length=75	3.74	979205	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIHLM057	0.142885299711	concat
4549	SRR172903.478412 USI-EAS376:2:6:585:1466 length=75	3.74	979222	no rank	STAPHYLOCOCCUS EPIDERMIDIS NIH04008	0.142827657142	concat
4550	SRR172903.478412 USI-EAS376:2:6:585:1466 length=75	3.74	764544	no rank	STAPHYLOCOCCUS EPIDERMIDIS FRI909	0.142823762829	concat
4551	SRR172903.13122 USI-EAS376:2:1:272:999 length=75	1.72	857133	no rank	STREPTOCOCCUS MUTANS M21	0.143205820087143	concat
4552	SRR172903.13122 USI-EAS376:2:1:272:999 length=75	1.72	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.14306328924814302	concat
4553	SRR172903.13122 USI-EAS376:2:1:272:999 length=75	1.72	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.142900560477143	concat
4554	SRR172903.13122 USI-EAS376:2:1:272:999 length=75	1.72	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142819265252143	concat
4555	SRR172903.13122 USI-EAS376:2:1:272:999 length=75	1.72	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142738010269143	concat
4556	SRR172903.13122 USI-EAS376:2:1:272:999 length=75	1.72	857100	no rank	STREPTOCOCCUS MUTANS M230	0.14271770468814302	concat
4557	SRR172903.13122 USI-EAS376:2:1:272:999 length=75	1.72	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.142555349978143	concat
4558	SRR172903.346874 USI-EAS376:2:4:1486:1925 length=75	2.75	1063	species	RHODOBACTER SPHAEROIDES	0.367200657111063	concat
4559	SRR172903.346874 USI-EAS376:2:4:1486:1925 length=75	2.75	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.158403695567984	concat
4560	SRR172903.346874 USI-EAS376:2:4:1486:1925 length=75	2.75	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.158195636771984	concat
4561	SRR172903.346874 USI-EAS376:2:4:1486:1925 length=75	2.75	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.158157390739984	concat
4562	SRR172903.346874 USI-EAS376:2:4:1486:1925 length=75	2.75	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.15804261980898401	concat
4563	SRR172903.665531 USI-EAS376:2:8:915:319 length=75	1.75	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.143219712043857	concat
4564	SRR172903.665531 USI-EAS376:2:8:915:319 length=75	1.75	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.14303151682985699	concat
4565	SRR172903.665531 USI-EAS376:2:8:915:319 length=75	1.75	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.14293751335285698	concat
4566	SRR172903.665531 USI-EAS376:2:8:915:319 length=75	1.75	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.14284356316785699	concat
4567	SRR172903.665531 USI-EAS376:2:8:915:319 length=75	1.75	857100	no rank	STREPTOCOCCUS MUTANS M230	0.142820086974857	concat
4568	SRR172903.665531 USI-EAS376:2:8:915:319 length=75	1.75	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.142632396377857	concat
4569	SRR172903.665531 USI-EAS376:2:8:915:319 length=75	1.75	1074167	no rank	STREPTOCOCCUS MUTANS TCI 234	0.142515211252857	concat
4570	SRR172903.518987 USI-EAS376:2:6:1414:1410 length=75	2.67	1063	species	RHODOBACTER SPHAEROIDES	0.41705086120841706	concat
4571	SRR172903.518987 USI-EAS376:2:6:1414:1410 length=75	2.67	272943	no rank	RHODOBACTER SPHAEROIDES 2.4.1	0.145837655114146	concat
4572	SRR172903.518987 USI-EAS376:2:6:1414:1410 length=75	2.67	349101	no rank	RHODOBACTER SPHAEROIDES ATCC 17029	0.145820433872146	concat
4573	SRR172903.518987 USI-EAS376:2:6:1414:1410 length=75	2.67	992186	no rank	RHODOBACTER SPHAEROIDES WS8N	0.145779984368146	concat
4574	SRR172903.518987 USI-EAS376:2:6:1414:1410 length=75	2.67	557760	no rank	RHODOBACTER SPHAEROIDES KD131	0.145511065437146	concat
4575	SRR172903.614166 USI-EAS376:2:7:1619:1507 length=75	1.75	28035	species	STAPHYLOCOCCUS LUGDUNENSIS	0.18654368335668697	concat
4576	SRR172903.614166 USI-EAS376:2:7:1619:1507 length=75	1.75	1034809	no rank	STAPHYLOCOCCUS LUGDUNENSIS N920143	0.18654368335668697	concat
4577	SRR172903.614166 USI-EAS376:2:7:1619:1507 length=75	1.75	1280	species	STAPHYLOCOCCUS AUREUS	0.11966315532111998	concat
4578	SRR172903.614166 USI-EAS376:2:7:1619:1507 length=75	1.75	904732	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS 21202	0.10190127314010199	concat
4579	SRR172903.614166 USI-EAS376:2:7:1619:1507 length=75	1.75	869816	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS JKD6159	0.101393514190101	concat
4580	SRR172903.614166 USI-EAS376:2:7:1619:1507 length=75	1.75	985006	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS LGA251	0.101311356382101	concat
4581	SRR172903.614166 USI-EAS376:2:7:1619:1507 length=75	1.75	1201010	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS SA957	0.101236094709101	concat
4582	SRR172903.614166 USI-EAS376:2:7:1619:1507 length=75	1.75	523796	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS ST398	0.0507036197720507	concat
4583	SRR172903.614166 USI-EAS376:2:7:1619:1507 length=75	1.75	1155079	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS DR10	0.0507036197720507	concat
4584	SRR172903.904442 USI-EAS376:2:11:626:380 length=75	4.75	1282	species	STAPHYLOCOCCUS EPIDERMIDIS	0.315413310745095	concat
4585	SRR172903.904442 USI-EAS376:2:11:626:380 length=75	4.75	1279	genus	STAPHYLOCOCCUS	0.216773439867065	concat
4586	SRR172903.904442 USI-EAS376:2:11:626:380 length=75	4.75	985002	no rank	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS MSHR1132	0.0902131827258271	concat
4587	SRR172903.904442 USI-EAS376:2:11:626:380 length=75	4.75	1280	species	STAPHYLOCOCCUS AUREUS	0.0820912842639246	concat
4588	SRR172903.904442 USI-EAS376:2:11:626:380 length=75	4.75	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.080095233729024	concat
4589	SRR172903.904442 USI-EAS376:2:11:626:380 length=75	4.75	308354	species	STAPHYLOCOCCUS SIMIAE	0.080095233729024	concat
4590	SRR172903.904442 USI-EAS376:2:11:626:380 length=75	4.75	29380	species	STAPHYLOCOCCUS CAPRAE	0.0676591574700203	concat
4591	SRR172903.904442 USI-EAS376:2:11:626:380 length=75	4.75	525378	no rank	STAPHYLOCOCCUS CAPRAE M23864:W1	0.0676591574700203	concat
4592	SRR172903.386030 USI-EAS376:2:5:496:8 length=75	1.75	1311	species	STREPTOCOCCUS AGALACTIAE	0.425420013268575	concat
4593	SRR172903.386030 USI-EAS376:2:5:496:8 length=75	1.75	1309807	no rank	STREPTOCOCCUS AGALACTIAE ILRI005	0.146224544878854	concat
4594	SRR172903.386030 USI-EAS376:2:5:496:8 length=75	1.75	1154827	no rank	STREPTOCOCCUS AGALACTIAE BSU247	0.144568882244855	concat
4595	SRR172903.386030 USI-EAS376:2:5:496:8 length=75	1.75	1154826	no rank	STREPTOCOCCUS AGALACTIAE BSU442	0.142305290479858	concat
4596	SRR172903.386030 USI-EAS376:2:5:496:8 length=75	1.75	1154800	no rank	STREPTOCOCCUS AGALACTIAE FSL F2 343	0.141481269127858	concat
4597	SRR172903.530879 USI-EAS376:2:6:1656:1196 length=75	2.64	857133	no rank	STREPTOCOCCUS MUTANS M21	0.14321508528	concat
4598	SRR172903.530879 USI-EAS376:2:6:1656:1196 length=75	2.64	1257037	no rank	STREPTOCOCCUS MUTANS 5DC8	0.143068762787	concat
4599	SRR172903.530879 USI-EAS376:2:6:1656:1196 length=75	2.64	1074092	no rank	STREPTOCOCCUS MUTANS TCI 399	0.14290170964	concat
4600	SRR172903.530879 USI-EAS376:2:6:1656:1196 length=75	2.64	857140	no rank	STREPTOCOCCUS MUTANS NVAB	0.142818255826	concat
4601	SRR172903.530879 USI-EAS376:2:6:1656:1196 length=75	2.64	1074176	no rank	STREPTOCOCCUS MUTANS TCI 260	0.142734844609	concat
4602	SRR172903.530879 USI-EAS376:2:6:1656:1196 length=75	2.64	857100	no rank	STREPTOCOCCUS MUTANS M230	0.14271400035	concat
4603	SRR172903.530879 USI-EAS376:2:6:1656:1196 length=75	2.64	1074143	no rank	STREPTOCOCCUS MUTANS TCI 176	0.142547341508	concat
4604	SRR172903.681183 USI-EAS376:2:8:1254:675 length=75	1.75	1279	genus	STAPHYLOCOCCUS	0.29886595391159004	concat
4605	SRR172903.681183 USI-EAS376:2:8:1254:675 length=75	1.75	908937	no rank	PREVOTELLA DENTALIS DSM 3688	0.15074292881054502	concat
4606	SRR172903.681183 USI-EAS376:2:8:1254:675 length=75	1.75	52227	species	PREVOTELLA DENTALIS	0.15074292881054502	concat
4607	SRR172903.681183 USI-EAS376:2:8:1254:675 length=75	1.75	29388	species	STAPHYLOCOCCUS CAPITIS	0.0924716847052277	concat
4608	SRR172903.681183 USI-EAS376:2:8:1254:675 length=75	1.75	308354	species	STAPHYLOCOCCUS SIMIAE	0.0831745619730249	concat
4609	SRR172903.681183 USI-EAS376:2:8:1254:675 length=75	1.75	911238	no rank	STAPHYLOCOCCUS SIMIAE CCM 7213	0.0831745619730249	concat
4610	SRR172903.681183 USI-EAS376:2:8:1254:675 length=75	1.75	1290	species	STAPHYLOCOCCUS HOMINIS	0.0704136899080211	concat
4611	SRR172903.681183 USI-EAS376:2:8:1254:675 length=75	1.75	629742	no rank	STAPHYLOCOCCUS HOMINIS SK119	0.0704136899080211	concat
4612	SRR172903.141758 USI-EAS376:2:2:1005:1493 length=75	2.64	1074175	no rank	STREPTOCOCCUS MUTANS TCI 256	0.143472764776143	concat
4613	SRR172903.141758 USI-EAS376:2:2:1005:1493 length=75	2.64	1074119	no rank	STREPTOCOCCUS MUTANS TCI 123	0.143091850455143	concat
